student_id,gender,age,department,cgpa,backlogs,attendance_percentage,programming_skills,dsa_skills,core_subjects,projects_completed,internships,certifications,communication_skills,leadership,teamwork,hackathons,extracurricular_score,aptitude_score,interview_score,resume_score,mock_interview_score,placement_status,package_lpa
5226,Female,21,CSE,8.75,1,88.28,4,10,1,1,0,0,5,1,1,3,8,89,61,10,10,1,11.69
5227,Male,24,IT,8.22,1,73.1,9,8,9,2,0,4,10,10,7,3,4,43,51,6,10,1,13.53
5228,Female,21,Mechanical,7.14,1,67.17,9,8,7,5,1,2,8,5,7,4,9,75,31,4,6,1,10.57
5229,Male,21,Mechanical,6.31,3,84.74,8,4,8,2,1,1,9,1,4,3,9,54,63,8,5,1,5.04
5230,Female,24,Mechanical,9.13,3,86.3,4,10,5,1,3,5,6,9,5,0,7,78,81,10,7,1,7.28
5231,Male,22,ECE,8.11,4,79.34,2,5,5,2,0,1,4,10,10,2,2,75,42,6,4,0,0.0
5232,Male,20,EEE,8.83,3,68.51,9,1,1,0,1,0,5,8,1,1,10,99,85,7,10,1,6.54
5233,Male,24,EEE,7.65,2,61.14,6,9,3,2,3,5,3,5,3,4,8,90,33,7,7,1,8.81
5234,Male,24,EEE,5.82,1,70.63,8,7,7,5,0,3,7,10,1,3,7,44,55,8,2,1,7.25
5235,Male,21,ECE,9.7,3,78.29,4,1,10,2,3,4,10,10,9,3,7,98,85,7,6,1,12.17
5236,Male,21,Mechanical,5.88,5,91.52,8,10,9,3,2,1,4,4,10,3,9,92,37,3,3,1,8.1
5237,Male,20,Civil,9.37,1,94.15,6,10,8,0,2,1,10,4,1,2,4,86,69,9,7,1,4.42
5238,Female,21,EEE,6.0,0,76.52,6,3,5,5,2,0,7,9,7,1,10,31,32,6,8,0,0.0
5239,Female,23,Civil,6.79,4,91.84,6,9,3,2,3,0,10,1,5,3,8,74,49,4,1,1,8.66
5240,Female,21,Civil,7.11,3,99.73,9,1,9,5,1,3,4,10,4,1,10,82,79,4,1,1,5.96
5241,Female,21,ECE,9.42,5,88.66,1,6,4,1,0,2,1,3,4,1,9,76,46,5,6,0,0.0
5242,Female,23,ECE,9.26,5,89.14,1,5,9,2,2,2,9,10,4,2,5,50,92,5,10,1,6.35
5243,Male,20,IT,8.95,1,96.38,5,4,3,4,1,0,10,5,9,3,10,34,46,10,10,1,10.69
5244,Male,23,EEE,6.81,0,73.53,1,1,7,4,1,3,7,4,6,3,1,63,45,3,5,0,0.0
5245,Male,24,Mechanical,5.02,4,60.45,10,7,1,5,1,0,10,1,10,1,3,69,45,3,3,1,3.16
5246,Male,23,CSE,8.27,4,99.48,9,1,10,0,3,2,8,7,10,3,4,88,62,3,7,1,12.83
5247,Male,22,ECE,6.97,0,79.62,4,1,5,4,1,4,5,8,6,2,4,70,98,2,5,0,0.0
5248,Female,24,Civil,8.63,3,91.43,2,2,9,4,0,1,2,3,1,3,5,38,35,2,2,0,0.0
5249,Female,21,IT,8.82,3,92.5,3,9,9,2,1,1,2,7,7,3,3,89,57,8,1,0,0.0
5250,Female,24,CSE,7.11,1,75.9,9,1,6,0,1,3,10,3,8,3,3,64,80,6,7,1,4.88
5251,Female,20,ECE,8.59,2,81.65,8,8,6,3,0,2,1,10,2,2,2,40,45,1,4,0,0.0
5252,Male,20,IT,9.03,1,81.6,3,1,3,2,0,5,9,2,4,1,9,62,64,7,9,1,14.58
5253,Male,23,Civil,9.46,1,68.81,8,1,9,3,2,3,7,7,5,1,3,44,57,9,2,1,11.67
5254,Male,24,EEE,7.8,1,64.71,4,9,1,1,3,3,4,6,7,3,2,98,96,7,7,1,4.68
5255,Female,21,IT,8.74,0,81.74,6,8,7,5,0,3,5,6,3,2,4,93,73,1,5,1,8.41
5256,Male,20,ECE,7.37,4,64.81,4,1,3,4,1,1,4,7,8,3,8,77,36,4,2,0,0.0
5257,Female,21,EEE,5.2,4,73.84,5,7,2,2,2,3,3,9,2,2,7,78,85,7,5,0,0.0
5258,Male,22,Civil,5.75,2,67.44,10,8,5,0,0,2,9,5,9,2,1,69,73,10,2,1,5.04
5259,Male,20,Mechanical,5.62,3,88.28,9,2,5,4,0,5,7,2,5,1,7,40,79,1,8,1,10.84
5260,Female,23,IT,5.82,1,94.88,2,4,2,1,2,2,2,6,4,0,2,90,78,10,8,0,0.0
5261,Male,22,CSE,5.05,0,83.12,9,2,8,5,3,5,2,3,5,0,8,48,34,7,5,0,0.0
5262,Male,24,Civil,9.12,0,76.41,3,6,2,4,0,4,7,9,10,4,9,60,46,1,6,1,11.46
5263,Female,21,EEE,7.69,1,99.87,5,5,8,4,2,5,9,7,4,4,3,59,44,3,10,1,4.59
5264,Male,20,Civil,6.84,0,60.85,7,5,6,3,1,2,4,5,6,0,10,48,42,9,5,0,0.0
5265,Female,22,EEE,6.97,0,72.17,2,8,10,1,0,1,6,4,10,1,1,87,30,3,3,0,0.0
5266,Male,22,Civil,7.22,1,71.15,4,1,4,0,1,2,6,4,5,4,7,50,44,10,5,0,0.0
5267,Male,20,Mechanical,5.35,2,74.25,1,10,3,4,2,5,9,10,4,0,3,73,72,10,10,0,0.0
5268,Male,24,IT,6.32,0,69.22,3,2,9,4,3,0,2,5,5,1,7,34,47,2,1,0,0.0
5269,Male,24,CSE,9.09,4,70.57,6,1,6,5,0,3,10,6,2,4,10,83,46,4,4,1,13.51
5270,Male,23,Mechanical,8.57,5,70.31,2,4,5,0,3,5,2,7,10,4,8,60,91,6,8,0,0.0
5271,Male,24,IT,7.7,4,80.23,8,2,10,0,0,4,5,10,2,0,6,77,66,3,3,1,12.29
5272,Male,23,CSE,7.31,5,75.64,7,10,3,2,3,0,3,10,9,4,2,55,43,3,4,1,7.2
5273,Male,22,Civil,6.24,5,85.57,3,7,3,2,1,2,5,9,5,1,2,66,88,2,6,0,0.0
5274,Female,20,CSE,7.26,4,80.58,1,5,6,4,2,2,7,4,8,0,10,52,65,1,5,0,0.0
5275,Female,24,ECE,7.87,1,67.34,10,5,10,2,3,5,10,6,9,1,9,81,70,10,6,1,11.12
5276,Male,23,CSE,8.42,5,92.4,4,1,4,4,0,3,1,7,1,4,1,81,37,7,6,0,0.0
5277,Male,22,IT,5.8,4,78.89,4,2,4,0,3,3,4,9,3,1,9,57,99,5,10,0,0.0
5278,Female,24,Mechanical,8.9,3,66.13,5,5,8,2,1,1,4,1,10,3,9,95,66,8,2,1,9.84
5279,Male,21,Mechanical,6.66,0,66.68,3,7,2,5,1,5,4,8,10,2,4,65,88,9,1,0,0.0
5280,Male,22,ECE,7.42,2,91.88,2,1,6,1,0,4,3,6,8,4,7,83,92,3,10,0,0.0
5281,Female,24,IT,7.92,5,88.12,2,7,9,1,0,1,4,5,2,3,5,38,48,6,4,0,0.0
5282,Male,22,CSE,7.34,4,80.26,8,2,3,0,3,2,7,3,10,2,3,54,94,9,3,1,14.73
5283,Male,20,ECE,7.75,1,72.24,7,2,5,4,2,5,3,3,8,0,1,65,87,2,1,1,5.16
5284,Female,20,Civil,5.54,5,78.42,1,9,7,1,3,4,10,3,10,2,9,43,62,9,10,0,0.0
5285,Male,20,EEE,7.07,2,85.46,9,8,1,2,0,4,9,3,1,0,1,39,42,8,6,1,4.77
5286,Male,21,Civil,6.35,1,95.17,3,10,8,3,2,5,10,6,6,3,10,38,83,1,3,1,13.16
5287,Female,20,IT,5.41,2,82.23,3,4,6,4,2,1,8,6,6,2,10,32,74,3,7,0,0.0
5288,Male,21,ECE,5.92,2,71.07,1,5,4,2,2,2,8,4,9,4,5,32,53,6,9,0,0.0
5289,Female,20,Mechanical,7.89,0,61.71,4,9,6,4,2,2,5,9,5,3,5,39,80,5,9,0,0.0
5290,Male,22,ECE,5.94,5,67.02,10,4,2,5,0,1,3,9,8,2,4,81,64,7,2,1,5.49
5291,Male,24,EEE,5.87,5,86.01,2,10,4,5,0,4,2,5,10,1,7,54,84,2,9,0,0.0
5292,Female,24,IT,7.65,5,66.42,3,8,8,2,2,4,4,7,7,1,4,52,44,9,7,0,0.0
5293,Female,20,ECE,9.34,2,79.26,1,5,4,0,2,0,10,5,7,0,2,40,95,3,4,1,10.68
5294,Male,24,Civil,8.79,3,87.96,3,1,5,0,0,5,2,4,1,3,6,51,86,9,10,0,0.0
5295,Female,20,CSE,9.34,3,72.33,4,7,2,0,2,1,9,3,8,1,10,82,96,8,4,1,12.01
5296,Female,20,Civil,7.8,3,86.76,6,10,3,0,0,2,2,9,6,2,4,56,49,5,7,0,0.0
5297,Male,23,IT,6.97,1,83.24,3,3,3,2,0,0,4,2,2,4,8,96,62,9,10,0,0.0
5298,Male,23,ECE,8.5,0,77.56,6,7,2,1,0,1,7,8,3,0,3,76,85,7,4,1,12.18
5299,Male,23,Civil,6.25,1,95.89,2,8,8,2,1,5,3,4,7,2,2,42,85,4,10,0,0.0
5300,Female,21,ECE,5.37,5,87.68,8,4,3,2,3,4,1,8,9,0,3,59,93,8,5,0,0.0
5301,Female,23,Civil,6.65,5,74.42,5,6,1,3,3,3,10,2,5,1,8,75,77,8,4,1,6.41
5302,Female,20,IT,6.44,4,92.17,1,10,2,3,0,1,6,7,2,3,3,59,57,4,6,0,0.0
5303,Female,22,Mechanical,8.24,5,89.52,6,7,8,5,3,4,1,3,10,4,9,88,56,9,4,1,7.41
5304,Male,23,Civil,7.65,3,91.67,3,8,1,2,2,5,2,5,1,1,4,30,43,5,8,0,0.0
5305,Female,23,CSE,5.66,0,85.64,4,3,1,0,1,3,6,4,2,3,8,65,33,1,3,0,0.0
5306,Male,22,Civil,9.36,3,75.17,10,7,1,3,2,2,2,2,6,4,5,41,34,4,1,1,6.7
5307,Female,20,IT,7.85,0,73.94,8,5,10,3,3,3,5,8,9,3,10,49,33,9,2,1,5.2
5308,Male,21,Civil,7.2,1,86.17,8,7,8,2,0,2,4,8,2,1,7,31,44,1,1,0,0.0
5309,Male,23,CSE,9.5,5,65.24,8,6,6,4,1,3,8,10,7,4,7,90,70,7,9,1,11.52
5310,Male,22,CSE,5.47,1,92.8,5,5,7,3,3,4,2,7,5,2,7,61,85,8,4,0,0.0
5311,Female,20,IT,8.79,3,74.81,1,3,4,0,3,0,2,6,2,1,7,60,81,8,5,0,0.0
5312,Male,24,ECE,6.75,2,85.21,9,10,8,5,3,2,4,8,6,0,8,49,40,10,6,1,8.03
5313,Male,21,Civil,8.34,0,79.96,9,2,2,2,1,5,1,7,4,4,6,85,48,5,5,1,11.57
5314,Female,22,Mechanical,9.47,5,80.77,8,3,9,4,2,1,10,9,4,3,10,53,41,3,5,1,13.63
5315,Male,22,CSE,7.49,4,89.52,3,2,4,1,2,3,3,8,5,1,2,71,79,6,9,0,0.0
5316,Female,22,CSE,5.11,2,85.07,6,3,1,0,3,1,8,6,1,3,4,32,89,2,6,1,7.24
5317,Female,23,Civil,5.14,1,70.01,7,2,2,0,3,2,9,6,5,2,3,97,40,9,2,1,7.51
5318,Male,24,ECE,6.59,0,62.97,4,1,8,2,0,2,3,10,2,3,2,97,86,2,9,0,0.0
5319,Male,21,Civil,8.75,2,93.61,10,9,9,1,1,3,7,2,8,1,8,40,77,8,5,1,9.07
5320,Female,20,IT,6.38,4,95.4,7,10,5,0,0,1,4,8,9,4,5,50,98,1,9,0,0.0
5321,Male,20,Mechanical,6.61,2,66.58,9,5,4,0,1,0,3,6,9,1,7,68,82,7,6,1,3.07
5322,Female,24,Civil,8.77,4,72.38,6,9,10,2,3,0,5,2,10,0,5,41,76,1,1,1,14.05
5323,Female,22,CSE,5.56,1,71.29,2,8,7,0,1,0,9,2,6,0,8,91,64,5,9,1,9.93
5324,Female,22,CSE,9.06,0,97.5,6,7,2,5,3,5,4,2,9,3,1,51,80,5,8,1,11.05
5325,Male,22,IT,6.28,1,68.19,3,6,7,4,3,5,8,2,10,3,7,47,90,10,1,0,0.0
5326,Female,22,ECE,5.25,0,66.66,7,4,9,1,2,0,2,3,7,1,1,97,44,8,7,1,5.83
5327,Male,22,Civil,5.56,2,67.27,3,10,2,3,3,0,9,6,3,3,8,99,53,1,5,1,11.25
5328,Male,24,EEE,9.57,1,89.19,8,10,8,3,3,3,10,5,7,3,6,45,39,8,3,1,13.61
5329,Male,23,ECE,7.17,0,95.52,5,7,6,1,3,0,1,3,7,3,5,61,75,1,2,0,0.0
5330,Male,21,CSE,6.23,5,75.73,3,7,6,5,2,2,8,7,3,4,4,82,48,4,9,1,14.5
5331,Female,22,Civil,7.5,4,65.44,1,1,4,4,1,5,8,4,4,0,3,78,71,5,7,1,5.27
5332,Male,23,CSE,8.28,0,83.43,5,9,9,2,1,2,3,2,5,4,4,80,47,5,2,1,8.95
5333,Female,20,Mechanical,6.53,5,68.4,10,4,8,2,1,3,1,10,7,1,8,41,35,6,5,0,0.0
5334,Female,24,ECE,8.48,1,62.57,10,7,7,3,3,0,4,1,5,2,5,84,45,5,1,1,10.56
5335,Male,23,EEE,6.21,1,95.45,3,9,5,0,0,5,3,4,8,0,1,36,54,9,9,0,0.0
5336,Female,22,Mechanical,5.54,2,94.83,4,2,5,1,1,3,2,8,10,1,8,35,99,4,9,0,0.0
5337,Female,22,EEE,7.64,4,99.04,10,8,2,4,2,3,6,2,2,3,3,55,79,2,6,1,12.3
5338,Male,22,Mechanical,5.73,0,78.96,4,4,5,2,1,4,3,3,5,2,1,57,63,4,2,0,0.0
5339,Female,23,ECE,9.51,1,71.76,3,4,3,1,3,2,7,6,7,2,3,38,85,3,5,1,9.08
5340,Female,22,CSE,5.0,0,90.79,6,3,7,0,2,1,2,3,9,2,7,51,91,8,6,0,0.0
5341,Female,23,EEE,8.63,3,67.22,6,10,9,3,3,3,4,9,2,4,10,86,34,2,9,1,3.79
5342,Female,22,ECE,6.34,4,69.73,1,4,10,0,0,3,8,10,8,1,8,75,42,9,1,0,0.0
5343,Male,20,EEE,9.06,4,70.23,4,9,6,4,0,3,3,3,10,4,9,32,95,4,8,0,0.0
5344,Female,20,ECE,5.29,5,98.06,1,1,10,5,0,5,1,3,1,4,3,47,58,6,2,0,0.0
5345,Female,21,Mechanical,9.57,3,89.19,7,9,7,5,0,5,5,7,6,0,8,98,87,8,3,1,5.82
5346,Female,22,ECE,5.49,4,65.35,7,10,7,3,1,0,7,3,1,4,10,67,56,8,1,1,9.66
5347,Female,22,Mechanical,8.78,3,63.71,6,9,7,0,2,1,5,4,6,3,5,51,53,5,7,1,12.92
5348,Male,23,CSE,7.48,0,93.71,2,1,4,5,3,0,6,10,10,2,2,63,85,8,4,0,0.0
5349,Female,23,Mechanical,7.07,3,92.09,4,9,6,4,3,0,10,4,2,1,9,43,66,10,7,1,13.42
5350,Male,22,IT,6.34,2,86.84,3,6,7,5,3,1,1,7,3,4,5,57,51,7,9,0,0.0
5351,Female,21,CSE,9.04,5,67.84,8,8,10,4,2,4,2,9,3,1,6,69,96,3,3,1,8.18
5352,Male,22,Civil,5.96,3,79.21,2,8,4,4,0,2,1,6,10,0,7,80,88,10,3,0,0.0
5353,Male,23,Civil,8.46,0,84.11,10,8,9,1,2,5,3,10,6,2,1,95,75,7,10,1,12.54
5354,Male,22,ECE,7.14,4,97.29,2,8,9,4,0,2,3,8,10,0,3,78,57,10,6,0,0.0
5355,Male,23,ECE,9.79,2,66.78,1,1,4,2,2,2,10,7,4,4,4,77,40,2,8,1,3.29
5356,Male,22,IT,7.93,3,80.62,9,1,8,4,0,0,4,4,8,1,2,50,98,10,8,1,3.98
5357,Female,24,ECE,5.5,5,66.31,3,7,8,0,2,0,6,5,6,0,8,85,49,5,5,0,0.0
5358,Female,23,CSE,7.01,5,77.75,8,9,2,2,1,0,2,5,4,2,4,93,62,4,6,1,13.9
5359,Female,21,CSE,5.32,0,68.01,7,10,6,3,1,4,1,10,1,4,8,70,52,8,4,0,0.0
5360,Male,24,Mechanical,6.37,2,93.45,1,8,9,5,1,0,1,10,10,4,2,92,92,6,1,0,0.0
5361,Female,22,EEE,6.65,2,70.19,6,5,8,5,1,1,10,2,6,2,1,30,89,9,4,1,13.22
5362,Male,23,ECE,9.1,2,76.68,8,8,1,2,0,0,3,8,10,0,1,52,60,4,2,1,3.97
5363,Male,24,IT,9.02,3,76.31,6,9,5,0,2,0,4,1,8,1,5,98,86,5,5,1,8.95
5364,Female,21,Civil,5.06,0,94.65,9,7,5,5,2,3,2,6,9,2,5,90,79,2,9,1,9.58
5365,Female,23,CSE,7.55,0,90.31,10,10,9,5,3,5,5,2,8,0,3,54,71,6,6,1,13.29
5366,Male,24,CSE,6.07,0,62.3,3,3,2,3,3,1,5,6,9,3,3,51,53,5,10,0,0.0
5367,Male,24,CSE,6.54,1,62.68,6,9,5,0,1,3,9,4,9,0,5,68,65,4,6,1,14.33
5368,Female,24,EEE,5.1,4,82.05,10,5,1,0,3,3,7,8,7,0,1,94,99,1,5,1,3.6
5369,Female,20,EEE,8.6,0,77.11,4,8,8,1,1,0,1,10,6,3,5,52,81,5,10,0,0.0
5370,Female,22,ECE,9.56,1,71.02,10,1,8,1,3,4,7,8,3,2,7,48,47,4,10,1,14.19
5371,Female,23,Civil,6.05,1,91.7,3,1,2,0,1,1,3,6,10,2,8,37,63,3,4,0,0.0
5372,Male,23,IT,6.64,2,65.15,8,3,10,4,2,0,10,3,3,0,7,39,42,9,10,1,13.47
5373,Female,23,EEE,5.99,4,98.96,7,2,1,1,0,2,3,2,6,3,8,42,77,7,9,0,0.0
5374,Female,24,Mechanical,9.46,2,60.96,7,5,3,5,1,2,4,7,9,1,5,48,32,5,1,1,11.76
5375,Female,22,EEE,5.04,4,64.73,5,9,9,0,3,4,2,6,6,0,8,30,52,5,9,0,0.0
5376,Male,21,CSE,7.8,2,72.45,1,9,7,2,3,1,9,9,8,1,1,66,52,10,10,1,5.39
5377,Male,23,IT,9.18,5,80.37,6,8,7,0,3,1,6,1,8,4,9,82,82,9,10,1,8.61
5378,Male,22,ECE,5.89,3,68.65,6,5,10,0,1,3,10,3,5,2,1,79,59,9,6,1,14.23
5379,Male,22,EEE,7.83,4,89.45,3,3,4,3,2,2,6,6,5,0,9,68,44,10,6,1,6.99
5380,Female,20,CSE,5.24,5,74.3,5,6,5,1,0,5,9,5,3,0,3,71,48,1,6,1,7.55
5381,Male,23,Mechanical,8.91,1,61.54,9,8,7,3,3,2,2,2,1,3,3,78,59,10,9,1,4.73
5382,Female,24,Mechanical,6.32,1,95.11,7,6,2,4,3,2,6,5,5,3,2,55,76,2,6,1,9.79
5383,Female,22,ECE,9.75,4,97.75,8,7,3,0,1,1,9,8,10,4,6,65,57,10,6,1,5.4
5384,Female,22,ECE,9.43,2,84.74,9,7,3,1,0,0,7,9,9,3,7,37,92,5,3,1,11.49
5385,Female,21,EEE,8.52,3,92.26,6,7,7,1,1,2,9,9,10,1,9,56,80,8,2,1,13.74
5386,Male,20,ECE,7.38,3,64.84,5,9,7,5,2,2,1,6,9,3,10,81,80,9,2,0,0.0
5387,Male,22,Civil,8.68,0,70.75,10,9,6,1,0,4,9,9,10,3,10,78,88,4,10,1,10.0
5388,Male,22,Civil,5.63,4,73.01,5,1,1,0,2,3,6,5,9,0,5,52,87,2,1,0,0.0
5389,Female,24,CSE,6.49,3,98.43,5,3,10,0,1,4,6,2,1,3,10,70,72,7,4,1,12.49
5390,Female,24,CSE,5.13,2,80.49,4,5,8,5,2,0,5,6,8,0,4,83,57,3,1,0,0.0
5391,Female,21,CSE,8.1,2,60.3,2,4,10,2,1,4,2,9,8,1,2,72,72,8,7,0,0.0
5392,Female,21,Civil,8.87,1,75.21,7,1,10,3,3,5,6,9,10,4,7,79,82,6,1,1,10.62
5393,Female,21,EEE,9.54,3,60.31,7,1,4,3,3,4,1,10,7,4,4,47,58,3,3,1,6.59
5394,Male,24,EEE,8.3,3,69.51,8,4,8,0,3,5,1,1,9,0,2,99,77,10,5,1,13.1
5395,Female,24,ECE,8.51,2,78.19,8,5,7,4,1,2,7,3,1,4,7,96,85,3,2,1,5.04
5396,Male,20,EEE,9.3,1,72.94,8,4,1,5,1,2,1,7,2,3,10,56,92,8,7,0,0.0
5397,Female,23,CSE,9.49,3,61.31,9,2,7,1,1,3,5,3,9,2,7,76,96,6,8,1,5.34
5398,Female,23,IT,7.36,2,64.65,6,5,4,0,2,5,6,9,8,2,8,56,73,10,6,1,8.78
5399,Male,20,CSE,5.53,1,82.04,4,10,5,0,3,3,4,6,10,2,4,44,44,8,2,0,0.0
5400,Male,23,Civil,7.24,1,87.82,2,3,6,0,1,4,5,2,4,2,2,83,94,4,8,0,0.0
5401,Female,24,IT,7.67,2,76.18,5,7,5,1,3,1,2,7,4,3,2,47,68,2,5,0,0.0
5402,Female,23,ECE,8.03,1,89.26,6,4,2,1,3,1,10,7,6,1,3,30,78,4,8,1,9.14
5403,Female,24,Mechanical,9.75,5,66.53,7,2,8,5,1,3,7,7,5,1,10,41,58,1,5,1,7.64
5404,Female,20,EEE,9.4,5,64.88,6,8,8,0,1,0,10,2,8,4,2,56,55,2,6,1,8.05
5405,Male,21,EEE,6.9,1,93.58,4,10,5,2,2,3,1,6,7,3,2,75,52,6,5,0,0.0
5406,Female,20,Civil,5.54,0,73.57,4,2,5,3,2,5,2,4,10,4,10,47,70,8,7,0,0.0
5407,Male,23,CSE,6.03,1,77.29,7,7,7,5,3,4,8,2,8,4,2,63,77,8,5,1,6.19
5408,Female,24,CSE,5.83,3,97.9,1,8,2,2,1,5,10,1,2,1,3,46,60,5,5,0,0.0
5409,Male,23,IT,6.71,1,76.96,3,10,5,2,1,1,2,3,6,2,5,65,84,5,10,0,0.0
5410,Male,23,EEE,9.21,3,60.14,10,3,1,0,1,5,1,6,7,0,1,87,52,7,4,1,7.05
5411,Female,21,Civil,7.1,2,97.52,2,6,4,1,3,4,5,5,10,3,2,83,40,5,9,1,5.94
5412,Male,23,ECE,7.72,1,60.56,2,4,8,3,1,0,2,9,1,2,7,31,69,1,9,0,0.0
5413,Female,21,CSE,5.86,2,86.49,7,2,1,2,2,2,10,5,2,4,5,67,66,10,1,1,4.55
5414,Male,24,EEE,7.37,4,72.92,5,8,10,4,0,5,3,2,10,0,4,72,38,8,9,0,0.0
5415,Female,24,Mechanical,9.19,5,78.82,3,2,1,1,0,3,6,7,7,2,4,64,47,8,7,0,0.0
5416,Male,21,Civil,8.71,1,81.89,9,9,4,5,2,2,6,6,6,1,1,40,35,3,2,1,6.67
5417,Female,20,IT,5.39,2,76.34,9,9,10,1,0,1,3,5,4,3,9,56,51,5,10,0,0.0
5418,Female,24,CSE,9.14,4,90.97,3,8,5,3,2,5,10,10,4,1,8,71,64,3,2,1,6.79
5419,Male,20,CSE,6.31,3,97.23,2,10,9,3,3,0,10,5,3,4,9,82,61,9,7,1,9.23
5420,Male,24,ECE,8.2,3,63.46,3,3,5,3,0,5,3,6,5,4,6,98,47,8,4,0,0.0
5421,Male,24,CSE,5.7,5,92.01,9,8,1,0,3,4,7,5,5,2,9,44,51,10,6,1,7.97
5422,Male,22,Civil,8.24,5,65.15,8,5,3,1,3,3,6,5,9,4,8,84,66,4,8,1,10.89
5423,Female,23,EEE,5.17,3,63.21,3,10,4,0,2,1,1,9,10,0,8,35,59,6,9,0,0.0
5424,Male,23,EEE,7.88,3,98.23,4,5,7,0,3,0,5,6,9,0,9,78,62,10,6,1,3.61
5425,Female,20,EEE,8.1,3,79.57,5,2,2,0,0,4,7,9,7,4,9,56,74,8,5,1,8.59
5426,Male,23,Mechanical,6.17,0,66.1,4,3,4,1,0,4,6,3,8,2,10,31,68,4,3,0,0.0
5427,Female,20,Mechanical,9.5,5,82.8,2,8,8,5,2,5,4,7,1,0,1,51,95,3,2,0,0.0
5428,Female,24,CSE,5.22,2,70.53,9,1,5,4,3,1,1,8,8,3,4,51,38,4,9,0,0.0
5429,Female,22,Mechanical,9.28,4,78.57,2,4,6,2,1,4,7,10,5,2,1,99,90,5,1,1,3.13
5430,Female,22,Mechanical,6.83,4,84.99,5,6,3,1,3,2,4,1,9,2,6,50,30,7,10,0,0.0
5431,Male,24,ECE,8.43,1,94.77,9,9,4,1,0,2,4,3,1,0,2,60,82,3,6,1,9.7
5432,Male,21,Mechanical,8.13,2,60.12,8,8,9,3,0,0,5,7,1,4,7,36,75,3,3,0,0.0
5433,Female,21,IT,5.81,5,68.57,1,10,2,2,0,2,7,3,1,1,9,57,36,2,7,0,0.0
5434,Male,23,IT,6.53,0,63.85,3,5,3,3,3,1,9,8,6,3,10,97,73,1,9,1,8.68
5435,Male,20,IT,7.54,0,63.88,10,7,2,4,1,0,4,5,5,1,4,94,74,3,6,1,8.31
5436,Female,22,CSE,9.06,2,97.83,9,8,2,5,0,3,1,6,1,2,10,38,33,4,9,0,0.0
5437,Male,23,EEE,9.58,3,97.44,3,9,9,0,3,4,3,1,4,0,10,36,73,10,1,0,0.0
5438,Male,24,ECE,5.1,3,89.97,4,3,8,3,2,2,7,10,9,4,8,84,48,5,9,1,11.27
5439,Male,22,CSE,6.69,2,85.72,3,8,7,4,3,3,10,9,7,2,4,99,94,10,7,1,10.92
5440,Female,20,EEE,8.21,5,93.92,7,3,9,2,0,4,10,10,5,3,3,97,54,4,9,1,13.16
5441,Male,20,ECE,7.53,4,62.34,9,1,8,0,0,1,7,7,4,2,10,74,48,1,9,1,6.93
5442,Female,21,ECE,9.53,3,64.78,4,4,9,4,0,3,2,5,1,3,4,59,93,4,10,0,0.0
5443,Male,23,ECE,5.08,1,72.68,9,7,2,3,0,0,6,10,7,4,10,75,76,4,4,1,11.36
5444,Male,24,IT,7.1,5,93.3,2,9,7,4,0,1,3,5,2,3,6,61,55,1,5,0,0.0
5445,Male,22,IT,8.21,5,78.89,2,10,9,4,3,2,10,4,2,3,5,52,73,9,3,1,8.29
5446,Female,20,IT,6.04,0,80.14,9,7,9,0,3,3,7,1,6,0,7,42,57,3,3,1,11.48
5447,Female,22,ECE,8.48,3,69.17,7,10,8,1,1,5,1,1,7,4,2,71,83,7,7,0,0.0
5448,Male,24,Civil,5.39,4,85.94,5,5,1,4,3,1,2,1,9,2,6,30,82,1,9,0,0.0
5449,Female,22,ECE,7.16,5,95.51,5,1,3,0,0,1,6,3,3,2,9,43,76,1,1,0,0.0
5450,Male,23,IT,8.25,3,73.18,9,1,8,5,3,3,9,4,4,4,1,45,69,1,10,1,5.44
5451,Female,21,ECE,6.28,3,84.77,4,9,3,5,3,2,2,4,6,1,4,92,79,6,8,0,0.0
5452,Female,22,IT,5.35,0,73.28,1,4,4,0,1,1,4,5,9,4,7,78,46,7,4,0,0.0
5453,Male,21,IT,9.59,1,91.71,6,3,10,2,0,5,5,4,7,4,4,54,94,7,9,1,5.77
5454,Male,24,IT,9.39,5,79.0,3,5,2,2,1,3,2,5,10,3,2,81,30,5,10,0,0.0
5455,Male,21,Civil,9.45,1,73.58,2,7,3,1,0,1,8,5,10,3,6,68,83,9,6,1,11.11
5456,Male,22,EEE,9.7,4,76.8,4,7,5,3,0,0,3,3,2,3,4,41,54,8,10,0,0.0
5457,Female,22,ECE,5.89,2,63.65,9,5,6,4,2,3,4,6,4,2,1,56,97,8,7,1,5.67
5458,Female,20,CSE,5.76,2,94.64,8,8,6,4,3,3,9,4,2,0,4,58,57,4,1,1,8.26
5459,Female,22,IT,5.16,2,98.32,7,5,7,0,0,5,10,1,2,1,8,76,68,3,5,1,6.43
5460,Male,21,Civil,9.28,4,79.1,2,10,10,0,2,1,5,6,10,3,7,90,52,3,2,1,10.72
5461,Male,20,CSE,8.61,5,68.85,1,4,8,0,1,3,3,8,3,1,1,87,60,1,8,0,0.0
5462,Female,22,EEE,8.04,3,86.59,7,6,6,5,3,0,7,1,7,1,8,98,88,9,5,1,7.85
5463,Male,22,ECE,9.45,1,78.1,10,3,10,2,0,5,1,3,8,0,4,54,95,4,10,1,11.24
